project_id,project_progress,task_completion_rate,blocked_task_ratio,overdue_task_ratio,requirement_completion_rate,milestone_completion_rate,open_issue_count,critical_issue_count,api_test_failure_rate,avg_api_response_time_ms,technical_review_score,days_remaining,development_velocity,risk_level
DP-2197,63.26,64.53,0.0,1.17,45.37,30.06,0,0,9.11,230.03,86.12,13,5.42,LOW
DP-2198,73.52,83.24,4.43,1.59,74.22,75.2,2,0,7.21,279.96,91.19,21,6.8,LOW
DP-2199,36.22,36.11,8.53,12.62,40.43,43.56,6,2,13.35,152.26,77.86,34,1.45,HIGH
DP-2200,54.79,47.3,10.07,2.51,74.58,73.17,7,4,6.03,156.9,80.85,72,3.18,HIGH
DP-2201,42.11,50.59,3.01,4.6,65.79,59.09,4,0,9.12,279.11,86.01,22,4.35,LOW
DP-2202,72.39,62.58,7.76,0.0,63.2,66.35,2,1,6.86,212.24,89.35,24,3.58,LOW
DP-2203,64.69,57.29,1.22,2.63,61.37,46.7,3,0,0.0,155.2,84.28,13,4.75,LOW
DP-2204,60.84,62.14,1.76,0.0,50.38,72.21,5,0,11.92,286.08,91.49,29,5.1,LOW
DP-2205,59.14,59.07,0.98,1.17,71.24,37.75,2,1,1.87,183.39,92.72,30,5.38,LOW
DP-2206,64.26,63.61,7.95,4.52,68.65,67.87,2,0,7.44,80.0,92.83,23,3.68,LOW
DP-2207,41.91,42.99,7.01,0.0,28.48,17.84,5,0,11.14,222.5,100.0,44,5.3,LOW
DP-2208,75.28,80.05,0.47,0.0,63.82,65.26,3,0,9.57,292.48,89.36,41,4.08,MEDIUM
DP-2209,48.27,52.52,3.26,0.0,66.35,44.54,4,1,12.33,300.15,85.4,17,2.15,MEDIUM
DP-2210,23.18,27.86,10.62,7.07,25.5,30.9,3,0,17.47,218.11,81.31,39,4.41,HIGH
DP-2211,83.3,100.0,2.88,0.0,78.74,94.03,0,0,9.95,216.5,90.95,12,7.61,LOW
DP-2212,60.58,55.11,4.0,8.11,52.97,61.96,2,0,11.16,252.1,94.88,12,5.89,LOW
DP-2213,44.29,11.96,0.0,2.83,50.31,27.64,2,1,0.0,251.96,81.84,32,2.68,MEDIUM
DP-2214,62.75,52.18,0.0,0.23,56.88,79.06,5,1,10.07,105.99,83.02,18,5.21,MEDIUM
DP-2215,36.88,38.48,4.71,12.61,38.02,32.98,4,1,2.82,266.82,83.84,50,4.07,MEDIUM
DP-2216,79.62,79.35,0.0,8.29,73.69,78.8,5,0,6.04,133.94,95.58,23,6.32,LOW
DP-2217,68.35,50.78,0.81,8.69,88.23,61.41,5,1,8.73,88.25,91.28,38,4.88,LOW
DP-2218,52.99,52.04,9.74,0.85,69.8,44.76,6,1,11.98,290.94,80.62,28,4.06,MEDIUM
DP-2219,39.68,27.56,7.87,7.07,42.82,21.02,8,0,7.52,321.29,81.49,48,2.44,MEDIUM
DP-2220,49.82,32.23,6.82,11.07,50.78,42.48,5,1,13.62,241.21,87.3,27,2.96,HIGH
DP-2221,55.2,69.41,0.0,4.48,42.13,60.16,2,0,0.0,327.31,85.47,13,4.4,MEDIUM
DP-2222,53.44,42.92,0.0,8.15,46.39,94.62,2,0,15.11,279.48,96.07,32,4.11,LOW
DP-2223,45.62,67.8,5.63,14.61,45.13,37.03,2,0,15.98,234.95,77.07,46,4.91,MEDIUM
DP-2224,38.12,49.93,2.0,4.1,27.41,37.5,4,1,14.79,216.44,86.04,19,4.23,MEDIUM
DP-2225,64.29,66.36,0.0,7.06,72.86,67.61,5,1,5.12,143.27,88.79,38,5.51,LOW
DP-2226,40.94,55.53,0.0,14.73,44.94,44.28,4,2,18.59,194.23,75.94,30,3.79,MEDIUM
DP-2227,48.87,70.04,6.3,8.53,56.06,63.22,4,1,14.09,212.63,76.78,16,5.88,MEDIUM
DP-2228,81.84,92.06,4.76,2.13,88.36,91.94,2,0,0.0,110.06,73.0,27,6.91,LOW
DP-2229,71.4,80.84,5.15,2.7,89.64,86.85,5,1,3.49,230.83,79.81,40,5.34,LOW
DP-2230,78.33,76.28,7.21,0.26,52.41,79.07,1,0,0.0,136.66,82.94,19,5.57,LOW
DP-2231,37.57,25.28,5.15,13.78,55.68,22.68,7,0,17.56,145.02,91.62,16,3.55,MEDIUM
DP-2232,30.36,21.32,11.26,13.91,27.62,17.99,4,2,5.16,189.38,82.87,13,2.62,HIGH
DP-2233,70.25,59.67,9.71,0.93,61.94,100.0,4,0,11.77,156.99,87.34,26,4.09,LOW
DP-2234,13.5,32.85,13.85,2.48,5.0,12.95,3,2,9.19,100.18,88.74,33,1.31,HIGH
DP-2235,75.72,82.77,0.0,0.0,80.37,79.51,2,0,0.0,85.82,83.99,69,5.65,LOW
DP-2236,57.18,59.47,3.1,5.93,60.43,52.04,3,0,7.56,236.66,83.62,13,4.28,MEDIUM
DP-2237,75.37,68.96,10.06,7.43,66.97,100.0,6,1,3.6,153.7,86.58,26,4.92,MEDIUM
DP-2238,62.96,66.95,12.25,15.09,64.31,57.9,3,0,11.44,83.28,74.34,25,3.83,MEDIUM
DP-2239,82.69,92.76,4.48,11.63,91.96,79.71,0,0,6.78,215.38,82.54,20,6.95,LOW
DP-2240,64.95,56.88,6.44,13.77,33.12,55.28,5,0,4.02,209.34,85.26,13,3.82,MEDIUM
DP-2241,56.52,70.95,6.52,16.57,68.35,50.29,2,0,4.29,199.01,80.97,14,4.44,MEDIUM
DP-2242,60.29,62.28,0.42,0.0,91.04,53.28,7,0,13.63,201.12,78.56,26,4.8,LOW
DP-2243,67.84,70.55,1.13,12.41,57.13,79.92,4,0,10.33,110.11,86.82,24,5.58,MEDIUM
DP-2244,46.78,34.36,0.32,0.0,44.34,41.68,5,1,7.1,185.5,97.49,63,3.26,MEDIUM
DP-2245,19.94,6.06,6.87,6.02,25.85,39.35,10,2,13.31,165.02,94.14,17,2.4,HIGH
DP-2246,65.47,75.0,0.0,5.92,56.56,54.0,2,0,14.38,205.78,88.27,43,5.27,LOW
DP-2247,78.23,80.14,8.48,11.61,67.37,80.16,3,0,7.37,171.9,72.36,59,4.75,MEDIUM
DP-2248,52.5,52.07,6.34,8.31,67.63,65.17,6,0,7.17,161.76,85.99,33,5.34,LOW
DP-2249,85.4,74.83,4.89,0.0,92.77,69.3,4,0,3.91,208.93,75.06,38,5.0,MEDIUM
DP-2250,53.5,47.56,3.37,11.07,31.86,55.17,2,0,1.88,145.09,94.97,6,2.69,LOW
DP-2251,34.26,20.73,9.57,5.04,50.79,13.65,4,0,23.05,297.73,71.29,46,2.16,HIGH
DP-2252,83.04,50.16,5.64,9.81,60.46,78.99,1,0,7.36,213.67,100.0,39,5.37,LOW
DP-2253,55.52,43.99,0.0,4.64,43.81,34.63,2,0,7.93,265.27,79.31,47,3.88,MEDIUM
DP-2254,65.88,59.94,4.42,14.87,46.45,82.23,0,0,11.42,146.73,72.6,22,4.83,LOW
DP-2255,80.9,100.0,0.0,0.0,75.18,78.94,3,0,3.4,230.22,80.94,4,7.09,LOW
DP-2256,28.78,37.46,6.86,11.17,24.35,43.82,11,0,2.8,165.15,86.69,59,3.86,HIGH
DP-2257,27.91,22.32,0.0,10.7,29.5,36.88,5,0,3.67,273.48,89.51,34,3.27,MEDIUM
DP-2258,85.2,76.83,3.73,10.19,77.04,100.0,2,0,0.0,230.52,91.95,12,5.42,LOW
DP-2259,35.91,58.14,0.0,12.4,28.44,46.14,6,1,8.22,224.91,94.52,29,4.86,LOW
DP-2260,65.07,55.5,0.0,2.8,67.0,65.43,5,0,4.77,139.33,89.89,24,4.64,LOW
DP-2261,62.75,74.35,1.9,3.4,57.99,72.55,3,1,9.58,260.46,84.94,29,5.15,MEDIUM
DP-2262,71.51,62.59,16.95,5.41,65.3,76.26,4,0,17.69,218.93,91.72,30,4.29,MEDIUM
DP-2263,83.6,83.95,0.0,0.65,100.0,77.77,3,0,2.21,187.52,91.72,41,5.24,LOW
DP-2264,44.29,45.95,7.17,4.87,29.94,43.19,3,0,14.05,155.03,90.24,39,3.35,LOW
DP-2265,76.82,72.55,3.1,5.99,99.28,81.12,3,0,5.72,272.72,90.84,12,5.43,LOW
DP-2266,46.0,42.19,8.41,6.41,35.03,63.49,3,1,6.46,139.36,82.77,38,3.29,LOW
DP-2267,23.66,22.56,0.0,14.95,14.88,20.97,3,0,10.89,145.58,83.44,32,2.5,LOW
DP-2268,87.27,98.6,0.0,0.0,100.0,84.14,2,0,14.37,148.92,88.77,27,6.2,LOW
DP-2269,55.66,49.75,0.0,0.67,65.22,57.14,1,0,6.99,192.48,91.98,12,5.11,LOW
DP-2270,36.36,32.93,4.4,18.22,33.48,30.52,2,1,14.84,175.19,70.32,7,2.71,MEDIUM
DP-2271,63.74,68.3,0.0,0.0,50.97,58.05,2,0,14.23,317.38,71.87,21,4.62,LOW
DP-2272,29.55,33.22,1.58,0.0,22.92,17.01,6,3,10.98,193.63,80.01,56,2.7,HIGH
DP-2273,67.63,71.16,3.45,6.19,65.06,91.51,4,0,10.92,224.65,93.24,35,6.13,LOW
DP-2274,63.15,74.11,0.0,1.52,64.82,52.07,3,0,12.23,222.7,89.89,23,5.73,LOW
DP-2275,52.09,47.05,8.58,10.43,57.25,60.99,4,2,19.61,85.12,87.61,31,4.69,LOW
DP-2276,49.43,57.29,9.35,0.0,49.82,40.17,5,2,11.18,220.76,91.06,19,4.35,HIGH
DP-2277,87.81,96.14,0.0,9.55,56.26,76.35,0,0,0.61,107.35,78.86,10,8.0,LOW
DP-2278,48.17,65.32,0.0,6.91,39.28,45.28,6,0,5.95,220.61,82.02,27,4.76,MEDIUM
DP-2279,83.2,100.0,0.0,0.0,80.53,90.29,1,1,10.88,242.82,79.11,15,5.94,LOW
DP-2280,67.8,76.65,11.19,16.18,59.11,72.61,3,1,8.99,152.82,79.94,29,5.68,LOW
DP-2281,60.4,55.48,3.96,10.27,44.66,60.22,6,1,4.5,129.26,85.65,30,4.13,MEDIUM
DP-2282,79.77,64.41,1.49,3.49,80.21,90.26,3,1,15.55,241.8,88.0,24,4.99,LOW
DP-2283,48.27,51.35,0.79,0.0,47.02,61.24,6,0,13.15,180.0,90.09,39,4.09,LOW
DP-2284,48.24,38.78,13.09,6.18,61.46,56.57,4,1,17.8,271.79,81.48,28,3.04,MEDIUM
DP-2285,34.05,18.88,15.36,18.23,23.42,50.77,4,0,19.72,266.08,88.05,34,2.69,HIGH
DP-2286,40.32,32.52,5.52,0.0,15.08,31.1,10,2,10.05,121.44,75.77,18,3.36,HIGH
DP-2287,76.97,80.95,3.54,0.0,67.57,92.16,4,0,9.79,227.02,97.62,14,5.86,LOW
DP-2288,47.04,46.24,0.9,3.27,42.09,38.31,3,0,5.11,183.42,93.69,9,4.18,LOW
DP-2289,91.12,83.87,1.02,4.01,74.52,100.0,3,0,10.04,234.15,77.6,9,6.11,LOW
DP-2290,80.71,74.63,7.81,8.18,82.39,99.44,3,0,0.13,214.97,89.98,47,6.75,LOW
DP-2291,33.76,34.51,0.0,9.82,24.94,30.9,2,1,9.26,80.0,90.68,18,2.02,MEDIUM
DP-2292,35.55,26.89,12.0,7.71,36.08,34.6,1,0,12.04,181.69,91.85,23,2.05,MEDIUM
DP-2293,53.96,49.27,0.0,0.0,47.67,55.31,1,0,5.23,178.09,80.5,5,4.15,LOW
DP-2294,56.1,45.07,17.83,9.98,49.65,51.6,2,0,14.62,211.28,79.0,55,3.01,MEDIUM
DP-2295,65.95,57.12,0.0,0.0,69.98,80.49,3,0,13.41,158.33,93.29,45,5.68,LOW
DP-2296,60.22,65.75,0.0,0.0,50.7,78.02,6,1,14.13,132.17,87.84,16,5.16,HIGH
DP-2297,58.45,59.0,0.0,7.03,43.72,52.48,4,0,7.21,124.18,89.42,23,4.93,LOW
DP-2298,84.56,70.73,0.0,8.32,82.52,96.03,3,0,3.59,171.6,84.92,29,6.08,LOW
DP-2299,20.79,15.78,2.24,12.54,18.84,27.17,6,2,11.91,193.55,80.85,36,1.79,HIGH
DP-2300,33.93,30.62,4.82,2.23,31.13,58.08,8,3,18.1,234.42,84.95,20,2.02,HIGH
DP-2301,62.52,58.23,11.47,0.0,69.87,41.69,2,0,10.8,271.11,75.3,24,4.95,LOW
DP-2302,85.53,78.26,6.58,7.42,66.27,94.56,4,1,3.31,99.25,92.06,17,4.38,LOW
DP-2303,51.8,67.96,16.94,1.74,42.15,40.57,6,1,16.35,419.09,80.58,29,6.5,MEDIUM
DP-2304,90.96,94.76,0.0,5.24,100.0,100.0,6,0,11.6,299.1,75.72,73,6.0,LOW
DP-2305,23.83,9.68,13.83,5.14,15.34,25.66,5,0,15.87,183.75,94.44,26,0.62,HIGH
DP-2306,47.84,37.64,0.77,0.0,31.61,39.98,8,1,8.59,125.42,81.87,23,4.09,MEDIUM
DP-2307,79.85,70.35,3.87,0.0,77.05,64.47,2,0,1.26,200.0,92.89,20,4.17,LOW
DP-2308,59.46,62.32,0.52,5.69,52.18,64.38,6,1,12.97,281.84,79.34,31,4.93,MEDIUM
DP-2309,61.42,73.72,0.0,0.2,37.87,65.1,4,0,4.77,176.84,89.42,19,6.7,LOW
DP-2310,58.84,52.46,6.19,8.4,48.83,56.52,5,0,19.08,215.97,86.04,11,3.61,MEDIUM
DP-2311,47.13,84.81,6.37,0.0,35.86,52.26,4,0,6.84,168.18,93.3,17,6.26,LOW
DP-2312,90.16,100.0,0.0,7.59,100.0,88.42,3,0,9.8,225.56,93.12,16,5.86,LOW
DP-2313,35.21,22.02,8.93,6.86,14.67,47.77,1,0,24.0,191.69,75.57,26,2.24,MEDIUM
DP-2314,38.59,38.12,9.19,4.64,32.5,25.3,0,0,14.1,269.76,72.97,59,3.83,MEDIUM
DP-2315,32.39,45.57,0.0,15.22,44.81,52.28,5,0,10.18,251.44,88.6,38,4.61,MEDIUM
DP-2316,83.92,85.81,0.0,2.78,83.72,82.96,5,0,9.69,165.95,84.53,2,7.03,LOW
DP-2317,48.85,34.49,4.69,2.82,52.53,88.14,5,0,7.78,171.97,81.5,29,3.75,MEDIUM
DP-2318,69.22,75.37,6.37,4.31,75.53,51.07,2,0,15.18,277.59,78.75,39,4.75,MEDIUM
DP-2319,52.6,65.11,8.61,15.29,53.35,72.78,2,0,0.59,114.37,79.91,37,4.96,MEDIUM
DP-2320,59.76,52.75,7.53,9.98,53.83,56.28,6,2,12.03,80.0,89.17,40,4.17,MEDIUM
DP-2321,62.19,61.34,0.0,0.0,68.81,61.4,3,2,2.51,247.1,84.42,28,5.2,MEDIUM
DP-2322,76.85,79.78,0.0,0.18,79.28,80.48,5,0,14.78,208.2,88.63,40,6.4,LOW
DP-2323,67.72,73.78,6.35,6.19,70.19,75.58,3,0,11.22,171.78,84.54,40,5.84,LOW
DP-2324,34.59,20.71,7.58,9.47,50.32,43.23,4,0,10.81,154.87,82.16,28,3.37,LOW
DP-2325,53.69,49.23,0.68,6.81,54.2,55.95,4,0,10.34,172.89,94.38,65,4.18,LOW
DP-2326,77.76,79.94,3.01,0.0,62.84,73.35,1,0,11.02,352.47,88.69,31,5.84,LOW
DP-2327,43.36,57.55,6.82,7.25,13.56,41.94,4,2,13.16,227.07,75.52,66,4.4,HIGH
DP-2328,44.81,61.07,1.75,5.85,45.35,41.64,6,1,10.08,133.66,78.91,20,4.76,MEDIUM
DP-2329,65.73,66.47,0.13,10.71,66.97,69.81,6,1,10.56,234.9,86.67,49,5.47,LOW
DP-2330,74.09,70.99,0.0,0.16,71.43,55.84,2,0,4.06,216.12,92.96,58,6.15,LOW
DP-2331,28.29,24.36,1.33,4.8,35.52,23.47,5,0,6.42,309.91,81.9,75,3.74,HIGH
DP-2332,58.3,54.68,7.21,10.24,67.87,79.27,7,1,6.0,158.05,77.04,16,3.1,MEDIUM
DP-2333,47.79,45.02,6.78,7.16,67.8,49.02,5,2,16.17,205.7,80.78,65,4.46,MEDIUM
DP-2334,52.99,61.9,2.04,12.31,65.08,24.93,9,2,7.02,296.7,78.56,14,4.2,HIGH
DP-2335,86.57,68.24,12.96,9.48,80.83,93.82,1,0,4.76,185.01,83.52,27,4.52,LOW
DP-2336,62.14,81.65,2.3,14.43,51.67,61.57,2,0,15.05,165.4,95.93,9,5.78,LOW
DP-2337,84.77,85.28,7.43,1.11,68.79,79.63,5,1,21.6,245.34,77.98,49,5.47,MEDIUM
DP-2338,50.14,35.66,1.54,8.56,61.04,71.9,9,2,0.0,212.26,89.9,18,4.16,MEDIUM
DP-2339,56.85,67.72,3.33,2.18,40.14,56.88,5,0,8.41,137.83,79.15,15,5.77,LOW
DP-2340,52.66,63.19,9.43,6.45,57.35,41.25,2,0,6.52,143.11,82.91,17,4.11,MEDIUM
DP-2341,64.11,71.42,3.75,5.98,68.34,43.36,1,0,14.17,241.48,82.05,27,4.7,LOW
DP-2342,40.38,50.57,2.1,12.37,21.49,53.5,7,0,19.02,186.12,84.64,31,4.18,MEDIUM
DP-2343,31.52,62.12,0.0,0.0,22.08,55.37,6,1,4.67,112.61,74.43,15,5.43,HIGH
DP-2344,53.15,51.73,11.47,10.93,48.97,53.99,6,0,10.76,294.47,90.06,28,3.63,MEDIUM
DP-2345,66.1,46.71,1.49,13.62,44.8,46.47,6,0,10.69,173.48,98.33,9,3.05,MEDIUM
DP-2346,29.88,38.91,4.51,3.46,33.03,35.22,5,3,18.72,100.04,71.21,21,4.55,HIGH
DP-2347,50.5,44.21,0.0,9.29,62.93,44.97,4,1,4.79,80.0,91.73,40,4.16,MEDIUM
DP-2348,67.04,63.44,9.62,5.46,44.0,62.88,8,0,2.7,193.53,83.9,30,5.1,MEDIUM
DP-2349,90.48,73.31,3.47,0.0,84.48,100.0,4,0,14.88,243.04,83.79,22,4.73,LOW
DP-2350,40.27,52.32,9.02,4.92,47.38,53.8,5,1,12.74,214.84,91.51,15,5.69,MEDIUM
DP-2351,41.76,58.29,0.0,0.0,23.03,52.16,5,1,12.5,181.21,82.66,18,4.12,MEDIUM
DP-2352,65.51,60.63,0.0,0.0,64.34,65.15,6,0,0.0,144.2,88.51,7,4.65,LOW
DP-2353,84.94,100.0,0.0,5.69,68.63,100.0,2,0,10.61,314.87,71.5,24,7.13,LOW
DP-2354,61.16,64.62,0.35,0.42,67.43,68.14,1,0,12.9,177.19,87.62,17,4.68,LOW
DP-2355,61.59,56.23,6.74,8.35,64.42,69.11,10,0,13.09,183.37,100.0,57,3.48,MEDIUM
DP-2356,74.76,63.73,0.02,0.0,57.21,59.32,1,1,0.57,102.8,72.03,25,4.73,LOW
DP-2357,65.95,52.08,9.16,4.59,74.43,67.54,6,0,7.78,126.84,96.39,39,4.15,LOW
DP-2358,48.7,50.82,3.5,0.0,44.89,37.71,7,3,13.07,276.02,75.01,66,4.15,MEDIUM
DP-2359,60.59,43.29,7.07,0.0,41.49,45.44,5,0,11.66,297.14,91.51,44,3.25,HIGH
DP-2360,57.44,68.08,0.74,0.0,38.7,71.6,4,0,5.97,262.35,81.78,17,4.61,LOW
DP-2361,42.31,18.05,0.94,13.38,42.86,33.7,4,0,6.22,260.35,77.26,13,1.74,MEDIUM
DP-2362,21.89,20.7,0.15,12.44,29.2,14.25,3,0,18.83,172.87,91.77,27,3.3,MEDIUM
DP-2363,63.21,66.51,0.0,0.0,78.0,67.57,5,0,0.66,209.11,95.69,23,5.53,LOW
DP-2364,61.35,59.23,1.59,2.23,63.4,78.78,2,1,8.87,309.36,89.65,24,4.15,MEDIUM
DP-2365,35.71,35.55,10.91,10.71,35.98,22.58,9,1,9.6,336.51,75.86,16,1.98,HIGH
DP-2366,65.15,65.09,10.94,5.15,75.04,52.71,3,0,12.85,280.51,95.3,28,4.62,LOW
DP-2367,44.84,62.88,3.61,8.77,46.28,44.51,2,0,14.33,222.88,81.05,13,5.28,MEDIUM
DP-2368,51.05,64.92,4.57,10.2,61.64,31.44,4,0,5.99,159.45,87.08,27,5.96,LOW
DP-2369,38.89,43.89,3.63,4.27,43.91,34.65,9,2,5.03,209.26,81.48,13,4.12,HIGH
DP-2370,44.68,37.48,11.12,1.66,39.88,47.15,5,1,16.64,253.25,88.65,82,1.93,HIGH
DP-2371,47.44,55.52,11.13,9.02,38.64,47.0,4,0,13.39,297.09,73.6,20,5.48,MEDIUM
DP-2372,66.37,74.29,6.87,0.0,69.68,65.92,3,0,0.39,175.85,90.7,62,6.73,LOW
DP-2373,67.42,74.09,0.0,0.0,74.36,51.37,4,0,0.0,252.29,93.84,13,6.29,LOW
DP-2374,57.98,44.32,0.0,0.0,70.21,68.8,2,0,0.0,80.0,94.1,62,3.48,LOW
DP-2375,64.45,76.79,3.21,9.62,74.76,47.33,3,1,2.27,244.58,91.38,24,4.66,MEDIUM
DP-2376,33.39,22.93,0.0,15.54,25.99,26.87,3,1,6.77,249.12,80.45,66,3.1,MEDIUM
DP-2377,35.34,15.17,5.68,12.19,26.61,25.09,4,2,12.21,303.26,77.25,29,2.35,HIGH
DP-2378,26.58,41.08,5.03,11.28,37.98,36.35,3,0,11.56,167.72,77.28,59,2.97,MEDIUM
DP-2379,32.72,27.25,9.63,9.29,31.82,37.82,2,1,13.59,366.78,77.26,27,2.15,HIGH
DP-2380,41.39,45.11,17.2,4.77,26.61,47.64,3,1,9.29,180.47,80.5,19,3.41,HIGH
DP-2381,62.21,60.31,0.43,0.43,65.01,64.7,2,0,3.28,101.28,75.66,34,4.67,LOW
DP-2382,91.91,81.81,1.57,1.89,98.29,97.05,1,0,3.65,199.58,88.71,35,4.77,LOW
DP-2383,65.99,59.65,0.0,0.21,71.05,71.08,2,0,0.0,126.47,95.49,12,4.58,LOW
DP-2384,82.87,82.6,0.0,4.08,81.09,81.4,5,0,10.98,252.82,78.07,43,6.01,LOW
DP-2385,38.56,42.65,11.96,2.57,37.04,28.62,2,1,14.83,223.06,80.34,17,3.99,MEDIUM
DP-2386,78.49,92.19,3.71,11.07,95.56,88.43,1,0,1.64,205.73,76.12,25,6.4,LOW
DP-2387,64.4,74.74,3.58,10.0,64.64,67.75,0,0,8.7,143.5,89.49,10,5.5,LOW
DP-2388,53.82,71.77,3.18,4.5,48.78,52.18,6,2,12.21,151.29,93.2,41,4.65,MEDIUM
DP-2389,81.11,84.26,0.0,4.52,94.37,55.48,4,2,8.18,239.98,78.27,14,6.01,LOW
DP-2390,78.87,95.76,6.02,2.63,89.32,97.16,1,0,8.56,298.47,84.85,18,6.26,LOW
DP-2391,76.45,68.63,0.0,7.45,74.14,76.53,6,0,6.01,159.28,89.46,34,4.89,LOW
DP-2392,50.38,34.38,0.0,5.26,54.11,65.52,3,1,20.27,267.13,90.31,24,2.97,MEDIUM
DP-2393,77.7,92.93,0.0,2.19,80.44,76.65,2,1,6.28,161.64,92.7,14,6.91,LOW
DP-2394,64.0,50.41,7.51,3.81,97.5,51.74,9,4,5.82,135.97,87.03,17,4.49,HIGH
DP-2395,39.15,39.84,1.47,0.0,30.29,54.21,4,0,13.49,113.99,87.32,81,4.05,MEDIUM
DP-2396,72.77,68.03,10.8,7.74,68.78,52.29,5,0,12.54,342.28,85.52,21,4.69,LOW
DP-2397,33.49,32.17,0.0,14.05,28.23,18.25,7,1,5.71,247.3,74.71,26,3.04,HIGH
DP-2398,65.33,62.37,2.27,6.77,50.37,51.46,4,0,8.07,224.12,85.31,22,5.57,MEDIUM
DP-2399,38.55,56.42,0.16,4.28,23.32,68.14,4,1,8.29,222.63,86.66,21,4.7,MEDIUM
DP-2400,37.43,46.15,9.26,3.38,43.98,0.71,4,2,12.17,80.0,74.21,47,2.58,HIGH
DP-2401,30.36,40.41,4.51,14.6,8.32,20.99,5,0,12.24,377.35,88.43,9,3.31,MEDIUM
DP-2402,48.82,37.36,9.12,14.13,44.74,63.88,1,0,6.25,125.37,72.98,68,3.7,LOW
DP-2403,79.73,96.89,0.0,11.13,57.06,58.38,0,0,15.8,227.85,89.72,29,7.96,LOW
DP-2404,31.32,43.52,7.89,7.55,17.4,58.56,1,0,10.4,334.36,81.79,15,2.79,MEDIUM
DP-2405,52.59,52.48,8.6,6.03,32.77,54.64,2,1,11.37,215.52,76.49,42,4.59,MEDIUM
DP-2406,83.28,85.15,5.21,0.0,72.95,72.22,3,0,11.4,154.34,94.64,34,5.82,LOW
DP-2407,42.39,29.35,1.65,6.44,47.09,37.24,3,0,18.69,146.02,78.1,39,3.32,MEDIUM
DP-2408,71.37,73.36,0.0,0.0,49.26,66.99,4,0,10.06,234.42,86.89,20,7.19,LOW
DP-2409,65.17,61.33,9.27,0.88,55.67,39.14,5,1,7.4,148.85,78.87,14,5.01,MEDIUM
DP-2410,55.84,53.67,0.0,8.9,38.02,60.18,4,1,7.99,212.52,96.43,20,4.72,MEDIUM
DP-2411,83.36,88.7,0.0,5.02,100.0,95.69,2,0,1.6,158.89,87.5,12,6.15,LOW
DP-2412,49.98,27.52,4.34,9.69,64.26,60.66,4,0,0.0,252.41,72.17,21,2.23,MEDIUM
DP-2413,33.13,37.8,10.67,10.9,66.92,42.93,6,1,12.4,146.43,88.28,25,3.0,MEDIUM
DP-2414,45.62,39.3,0.0,11.13,61.97,43.6,1,1,6.15,173.69,80.96,24,3.71,MEDIUM
DP-2415,48.26,44.08,7.95,2.07,40.64,33.36,6,3,16.42,164.81,75.81,35,3.52,HIGH
DP-2416,66.21,60.78,0.0,8.61,82.7,76.4,4,0,3.38,219.64,86.9,65,3.13,LOW
DP-2417,61.52,78.07,3.28,10.81,49.48,81.34,4,0,10.23,230.59,76.52,12,5.92,LOW
DP-2418,57.27,50.67,4.4,3.93,44.99,52.93,3,0,10.21,164.54,91.71,20,4.45,MEDIUM
DP-2419,71.09,58.18,0.0,3.31,70.87,82.72,3,0,11.48,246.54,82.38,37,4.6,LOW
DP-2420,75.02,75.35,3.71,0.0,70.45,77.47,1,0,12.19,153.33,84.28,17,5.6,LOW
DP-2421,72.21,80.8,0.0,4.24,90.25,86.84,2,0,0.0,237.37,89.44,20,6.66,LOW
DP-2422,64.39,59.87,0.0,0.78,74.39,65.01,4,0,3.03,80.0,84.56,61,5.59,LOW
DP-2423,21.33,17.63,8.88,18.04,46.05,13.89,4,0,16.82,194.0,71.68,29,2.28,HIGH
DP-2424,30.09,34.82,6.17,4.62,28.3,23.05,9,2,13.35,192.83,80.57,27,3.14,HIGH
DP-2425,51.48,50.72,6.38,0.0,38.46,52.95,3,1,7.37,226.29,78.77,20,3.53,MEDIUM
DP-2426,65.99,70.21,0.0,12.45,64.94,87.65,3,0,13.96,183.22,79.14,29,5.12,LOW
DP-2427,39.89,43.68,0.0,7.15,45.04,55.37,6,0,8.45,208.72,73.05,30,3.44,MEDIUM
DP-2428,87.69,79.86,0.0,0.0,71.69,54.13,2,0,0.54,259.36,85.02,51,6.09,LOW
DP-2429,66.07,71.12,11.52,15.52,65.09,47.72,7,0,13.84,160.96,77.46,20,5.23,LOW
DP-2430,17.74,5.0,1.98,15.59,35.39,16.9,6,1,9.7,156.49,86.57,15,1.79,HIGH
DP-2431,44.33,42.54,12.14,1.51,24.13,55.24,3,0,11.77,113.74,87.87,45,3.61,LOW
DP-2432,50.58,35.83,1.72,0.66,43.01,52.89,4,0,7.46,190.72,97.38,22,3.62,LOW
DP-2433,33.59,37.47,12.33,9.61,31.39,35.65,9,1,16.68,298.26,87.03,65,2.8,HIGH
DP-2434,52.54,41.71,1.44,6.61,52.29,58.05,3,0,0.0,333.73,81.1,47,2.77,MEDIUM
DP-2435,23.6,19.11,0.68,8.19,21.91,18.31,2,0,9.98,196.06,86.47,22,3.55,LOW
DP-2436,77.41,93.35,9.16,10.97,73.95,81.66,1,0,4.56,183.61,82.26,26,6.58,LOW
DP-2437,18.81,18.98,1.61,0.2,18.42,24.94,3,1,12.5,255.78,80.4,22,3.6,MEDIUM
DP-2438,81.45,99.42,7.04,11.05,76.63,100.0,4,0,10.23,158.16,85.99,16,7.08,LOW
